sequence_id	M300554.lib1	M300555.lib1	M300556.lib1	M300557.lib1	M300558.lib1	M300559.lib1	M300560.lib1	M300561.lib1	M300562.lib1	M300563.lib1	M300564.lib1	M300565.lib1	M300566.lib1	M300567.lib1	M300568.lib1	M300569.lib1	M300570.lib1	M300571.lib1	M300572.lib1	M300573.lib1	M300574.lib1	M300575.lib1	M300576.lib1	M300577.lib1	M300578.lib1	M300579.lib1	M300580.lib1	M300581.lib1	M300582.lib1	M300583.lib1	M300584.lib1	M300585.lib1	M300586.lib1	M300587.lib1	M300588.lib1	M300589.lib1	M300590.lib1	M300591.lib1	M300592.lib1	M300593.lib1	M300594.lib1	M300595.lib1	M300596.lib1	M300597.lib1	M300598.lib1	M300599.lib1	M300600.lib1	M300601.lib1	M300602.lib1	M300603.lib1	M300604.lib1	M300605.lib1	M300606.lib1	M300607.lib1	M300608.lib1	M300609.lib1	M300610.lib1	M300611.lib1	M300612.lib1	M300613.lib1	M300614.lib1	M300615.lib1	M300616.lib1	M300617.lib1	M300618.lib1	M300619.lib1	M300620.lib1	M300621.lib1	M300622.lib1	M300623.lib1	M300624.lib1	M300625.lib1	M300626.lib1	M300627.lib1	M300628.lib1	M300629.lib1	M300630.lib1	M300631.lib1	M300632.lib1	M300633.lib1	M300634.lib1	M300635.lib1	M300636.lib1	M300637.lib1	M300638.lib1	M300639.lib1	M300640.lib1	M300641.lib1	M300642.lib1	M300643.lib1	M300644.lib1	M300645.lib1	M300646.lib1	M300647.lib1	M300648.lib1	M300649.lib1
D300418:bin_000013	240	0	6	136	0	319	291	204	181	266	8	0	127	201	0	203	223	220	29	0	258	0	348	269	578	0	285	194	73	222	310	0	0	0	815	228	111	0	258	208	384	343	229	310	256	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300429:bin_000001	6411	26	147	8035	0	5824	5905	7208	5616	6973	335	0	4203	5761	0	5534	6208	5928	1591	2	5543	2	6434	6209	7377	30	7107	4272	1110	5543	6793	0	0	0	13089	6735	6453	13	6721	5772	5704	6093	5766	9658	6895	7007	0	0	17	0	0	0	89	0	0	2	0	0	2	0	0	0	0	56	0	0	0	0	2	0	0	0	0	0	0	2	0	0	4	1	1	0	1	0	0	2	0	0	0	0	0	0	0	5	0	0
D300432:bin_000001	1860	30	69	1618	0	1648	1535	2010	1772	1879	64	0	1411	1932	0	1597	1904	1729	516	0	1628	0	1548	1914	1655	8	1686	1522	439	1650	1968	0	0	0	3683	2034	1819	3	1866	1754	1969	2024	2205	2079	2289	1770	0	0	0	0	0	0	26	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	8	0	1	1	0	0	0	0	8	0	0	0	0	12	0	0	4	0	0
D300440:bin_000012	35663	449	824	14697	8	22854	21738	21146	24443	24782	1567	0	22466	15890	0	16100	23488	23165	5528	0	21959	0	18002	22101	31481	78	20828	18984	4173	21725	23226	0	0	0	37551	36407	20062	0	24066	20674	22785	35586	28795	30308	28502	27951	0	0	0	6	0	0	282	0	0	9	0	0	0	0	0	0	0	100	0	0	0	0	8	0	0	0	0	0	0	0	20	0	18	36	0	0	0	0	2	94	2	0	0	0	112	0	0	0	0	6
D300442:bin_000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300443:bin_000002	3662	5	23	1605	0	1663	1037	1312	3248	2750	175	0	1458	1135	0	1036	1172	1427	3106	0	1476	0	753	2920	1838	4	3436	914	231	1419	1162	0	0	0	2813	5382	1339	0	2387	1579	1181	1466	1415	1680	1479	1007	0	0	89	51	0	26	26	0	25	45	61	0	36	4	0	0	14	30	0	159	0	0	94	20	0	0	0	38	20	63	3	41	0	67	87	0	114	0	91	41	5	0	0	0	45	82	0	34	38	0
D300444:bin_000010	249971	542	431	123686	0	183839	175208	188692	180668	218027	7509	0	128787	160495	0	124743	234300	187021	46764	8	127437	6	184030	181442	170400	36	192588	134029	46519	156222	190435	0	0	0	356665	345380	149313	277	194809	153244	204478	282921	204656	284185	230941	220495	0	0	0	0	0	0	2032	0	0	0	12	0	0	0	0	2	0	296	0	0	0	9	220	0	0	0	0	0	0	4	0	26	66	0	1	0	0	0	2	52	4	0	0	0	4	0	0	0	0	0
D300459:bin_000001	183	0	0	140	28	144	176	102	146	116	16	0	79	120	0	105	92	173	41	127	67	0	230	100	147	24	83	96	46	94	104	0	0	0	217	111	116	0	155	107	150	113	113	185	88	140	0	0	0	0	0	8	5	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	44	0	0	0	0	0
D300463:bin_000012	41496	761	728	17814	14	27478	27807	24049	26554	28891	1469	0	23647	21194	0	18959	24862	27428	6617	6	22808	0	22612	24383	39243	131	25625	19162	5491	24344	30026	0	0	0	49129	37296	22123	15	26891	23882	31949	37121	33135	34545	32550	33554	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	4	0	0	0	0	0	0	0	34	30	12	1	0	0	0	0	0	62	0	0	0	0	3	0	0	0	0	0
D300464:bin_000017	1358618	11628	24132	1264840	7	1187660	959686	1189572	1179618	1231568	72305	13	886697	996530	0	998959	1226681	1287776	302194	119	936733	31	961776	1030633	1365213	2000	1361328	1153955	271690	1119023	1039624	56	24	0	2690200	1342803	986323	613	1214888	1079598	1383809	1157660	1350486	1549518	1238562	1215042	0	24	40	0	6	0	13681	2	0	1	2	0	0	10	0	9	3	10135	10	0	0	12	1403	14	0	48	0	1	10	2	2	6	182	6	32	0	22	0	0	105	0	2	15	0	16	1	0	0	1	64
D300472:bin_000003	5044	22	168	6262	2	4257	5408	5445	4262	5210	243	0	2937	4299	0	4740	5175	4326	1250	2	4062	1	4803	5045	4691	30	5082	3165	783	3919	4903	0	0	0	9422	4609	5286	0	5431	4504	4460	4317	4400	7433	4934	4691	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300474:bin_000002	661	18	39	744	4	558	539	641	710	711	20	0	457	523	0	644	648	597	178	0	531	0	655	675	614	8	592	564	111	600	560	0	0	0	1134	634	661	0	672	640	660	596	687	958	560	610	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300474:bin_000012	19107	230	416	9214	0	13847	34798	13276	14801	15416	745	0	11465	12598	0	10259	15110	15100	3759	1	12017	18	11987	15212	18033	170	13224	11629	3358	13345	13991	0	0	0	27465	16679	13142	28	13780	13792	15812	17822	15637	16683	15265	15288	0	0	25	0	0	0	135	0	0	28	38	0	0	0	0	0	0	92	0	14	0	0	2	0	0	0	0	0	0	0	2	4	72	0	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0
D300479:bin_000001	98136	412	2091	43932	47	128145	103446	160564	180045	158134	4628	17	78986	124225	4	107942	95504	156224	38259	14	103500	4	126157	128678	155705	50	90559	98103	27926	147297	109030	65	2	0	260224	170395	118137	32	145658	171915	182132	128623	200914	173388	180217	122748	2	39	1816231	65829	50	55112	3894	10	228262	1378609	906327	16343	1372846	8457	14	13	106707	220623	17	230566	69	172	141433	253612	10569	758	2	161926	384191	126896	63505	305911	59	414009	811709	32	193122	3366	339160	1752728	110380	134	1093	14	1726478	259111	26	2897228	1335785	1321
D300479:bin_000012	386068	565	12191	316086	2	281557	217435	355523	286697	290569	11288	1	207751	321196	0	254293	309577	244205	56893	32	199123	10	239000	197863	357828	4557	279050	260991	81318	280866	231350	0	0	0	615909	320117	278431	693	240252	272024	392136	331244	346879	340794	256736	304445	0	1	1	0	2	0	2409	0	4	0	40	0	6	0	0	4	0	2927	0	0	0	5	68	6	0	0	0	0	0	0	0	0	0	14	4	2	2	0	0	0	2	0	6	0	0	0	0	31	0	2
D300482:bin_000009	64793	791	1467	21981	4	39100	41009	37171	44845	43949	2577	0	37807	29907	0	29031	45291	46387	9567	9	40216	2	33370	41139	53320	223	36260	36110	8216	38628	41760	10	0	0	65187	60831	38036	32	42366	39716	40736	59118	47543	49003	49029	46603	0	0	0	16	0	0	543	0	0	67	0	0	0	0	0	0	0	158	0	0	0	1	50	0	0	0	0	0	0	0	36	62	0	44	0	0	0	0	4	63	2	0	0	0	249	0	0	0	0	0
D300491:bin_000007	3051	38	34	2006	36	2388	2938	2077	2282	2394	166	0	1925	1729	0	1736	1928	2368	415	20	1917	0	1602	2144	2877	0	2312	1902	543	2192	2276	1	0	0	4589	3015	2073	0	2410	2139	2545	2976	2596	3017	2692	2881	0	5	0	0	0	0	19	0	0	8	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	2	0	17	0	0	0	0	0
D300492:bin_000001	1234	2	7	706	0	1349	453	115	104	809	2	0	89	73	0	80	85	136	24	0	64	0	161	411	130	14	110	1068	29	132	1334	2	0	0	7751	154	135	1	3407	121	161	222	1578	230	104	139	0	0	16	0	0	60	0	0	0	20	0	0	14	0	0	0	4	7	0	0	0	0	33	8	5	0	0	0	0	0	3	33	10	81	10	0	0	0	27	0	0	0	0	0	54	7	0	23	0	0
D300492:bin_000003	132422	324	5562	94234	16	114255	193514	102339	120221	127851	1627	2	83441	122928	0	65979	85664	155518	29066	42	62505	1	69558	163702	72421	186	108069	63579	27640	81114	111935	0	0	0	179255	108540	128044	19	120402	73880	155287	123659	102300	134138	102303	121166	0	1	98	0	0	3	210	0	6	4	10	0	0	0	0	0	2	1331	0	0	0	1	66	1	2	1	0	0	0	0	2	1	0	220	0	0	18	0	83	51	2	32	0	0	1	0	0	0	0	0
D300494:bin_000016	63458	695	1620	22058	2	38995	37998	36817	43832	43163	2238	0	37609	26646	0	27550	42401	41342	9547	17	38421	0	30742	39372	52543	171	34955	32377	7563	37099	39967	0	0	0	63648	60650	35177	32	41609	36263	39599	58418	48717	49704	48431	46292	0	2	0	0	0	0	612	0	0	56	0	0	0	0	0	0	4	80	2	24	0	0	4	0	0	0	0	0	0	0	26	6	0	0	0	0	0	0	0	180	0	0	0	0	201	1	0	0	0	0
D300495:bin_000001	4835	44	80	2342	0	3473	3386	3402	3503	3791	258	0	2542	3038	0	2774	3943	3722	894	0	2939	0	3174	3237	4455	56	3429	2922	861	3401	2981	0	0	0	8143	3837	3293	8	3360	3604	3930	3805	3753	4290	3502	3799	0	0	0	0	0	2	78	0	0	3	0	0	0	0	0	0	0	14	0	0	0	2	4	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0
D300497:bin_000007	189132	9471	2693	135781	0	154987	109047	166349	147260	159500	23139	2	96508	139453	0	124898	185358	170587	36672	20	150075	9	127234	128294	156927	167	139136	172253	36042	140169	139296	0	0	0	321773	171518	133984	114	156117	132048	208868	178663	176310	266059	175616	175820	0	6	6	0	0	0	2363	0	0	0	28	2	0	0	0	2	0	1880	1	0	0	1	11	40	18	0	2	0	0	0	0	10	2	2	1	0	4	0	0	136	0	1	4	0	2	0	0	0	4	14
D300499:bin_000015	2441610	154922	43964	2063176	2	1980304	1599681	2018604	1842921	2178103	82745	2	1674159	1939614	2	1535811	2240065	2321105	507059	204	1457053	46	1869823	2156079	2186023	27874	2324055	1946349	487170	1779023	1966190	92	0	0	5341848	2037200	1396855	553	2009353	2029680	1885178	1476359	2168041	2806833	1999716	1811872	0	27	2784	212	3	30	24319	0	44	16	2	3	123	0	0	11	77	13518	6	41164	0	68	1149	91	60	31603	0	40	2849	1281	94	532	1396	8536	2121	0	3141	150	11730	152006	12242	52	11	0	15196	4645	0	46	30	5
D300503:bin_000003	1474975	1229	17335	696140	11	1302746	1049553	1306054	1291219	1458441	109539	1	884745	1120681	0	1192829	1469538	1217942	342812	18	943237	27	1127479	1263220	1291614	7783	1545931	1007834	263657	1439832	1348725	22	4	0	3420685	1374121	1218936	1002	1343122	1233828	1394760	1153924	1524590	1769124	1420162	1385110	0	75	0	4	2	0	14289	1	0	0	8	0	0	0	2	9	9	11463	4	6	0	34	2734	55	0	26	4	2	0	0	3	204	11	0	0	1	22	0	1	85	0	8	13	0	6	5	0	0	2	10
D300509:bin_000001	153629	96	1285	66918	8	68985	56820	66788	126907	99423	6623	0	47940	68352	0	52790	75629	90840	90168	34	88298	0	44653	79517	49880	182	41982	44947	12597	48970	64462	2	0	0	149518	72516	76179	52	90710	100846	88369	80937	98097	106449	94342	50422	0	2	5	467	0	78	970	0	102	56	0	0	14	425	0	0	4	392	0	0	0	0	1372	0	1	0	0	0	0	0	0	18	0	1985	757	0	14	0	4	23	0	0	0	0	0	0	0	4	0	0
D300513:bin_000002	1138740	11870	33819	1076354	0	1015551	890616	1080068	1073653	1107450	66924	8	877884	1112101	0	891964	1157504	938945	310005	306	905201	17	1045949	1218024	1169717	2927	1097844	975300	256931	980250	1192893	94	18	0	2485087	1240258	1020395	5083	1116339	1010111	1303370	1170827	1290056	1269842	1345150	1196309	0	307	22	17	0	38	19069	0	40	32	21	0	19	0	52	15	6	4449	7	47	0	23	823	19	10	0	0	13	6	23	0	134	0	87	32	0	11	0	6	56	0	16	6	0	36	37	2	73	3	16
D300514:bin_000001	2810196	17304	121179	2408470	28	2726644	1948833	2508568	2472625	2715433	182809	194	2042907	2144189	1	2104388	2465001	2534315	633985	1926	2160336	54	2153883	2216235	3044066	17442	2671572	2653750	742906	2522719	2322722	66	12	0	6337426	2970007	2227645	6258	2483375	2310572	2680017	2394967	3031129	3038195	3365582	2641727	0	64	0	2	3	0	33685	0	0	0	2	2	120	6	8	38	6	11737	15	53	0	39	1154	4	2	48	0	5	1	45	2	1427	0	11	30	0	68	16	0	2630	14	46	18	2	36	0	0	23	0	26
D300514:bin_000003	203	0	0	64	0	34	177	53	116	69	8	0	49	62	0	131	63	42	62	0	118	0	14	38	61	0	24	111	11	32	37	0	0	0	99	37	92	0	57	59	6	275	70	97	94	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300519:bin_000004	14977	212	288	9372	4	11627	9495	12882	12192	12458	510	0	7903	12400	0	9924	12458	12419	3584	10	9254	0	10770	12321	12474	62	10726	9619	2934	11019	10992	0	0	0	24960	11330	11507	5	11131	11205	15408	14362	13198	14376	11549	11823	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0
D300521:bin_000006	3719	80	73	3095	44	3038	2537	2784	2848	3138	226	0	2535	2937	0	2512	2910	3228	645	66	2515	0	2490	2845	3744	28	3232	2732	663	3001	3042	10	0	0	6824	3617	2813	6	3061	2986	3408	3184	3218	3866	3299	3401	0	6	17	0	0	0	42	6	0	0	4	0	10	0	0	0	2	31	0	0	0	0	10	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	6	0
D300526:bin_000014	20511	128	414	8767	112	16832	14163	15421	17455	17515	803	0	14433	14941	0	12287	18409	17105	4079	10	14288	0	13997	16302	17012	106	13276	13474	3793	14954	14792	14	0	0	28517	19130	15317	6	17046	14912	15817	18469	17019	20004	16163	15640	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	40	0	0	0	2	14	0	0	0	0	6	0	0	0	27	2	2	0	0	0	0	59	82	4	0	0	0	2	0	0	0	0	0
GPB:bin_000001	209619	714	2214	132071	4	131494	130311	122494	132183	142809	7213	0	153636	89857	1	105703	156246	177063	38007	9	127076	4	80357	130034	153108	413	117733	165340	46803	91925	139413	0	0	0	303474	123537	163483	35	166305	87991	99900	213055	116704	176379	120348	254546	0	2	180	86	0	47	2967	0	170	48	87	0	147	0	0	0	56	666	2	118	0	5	145	14	0	34	0	67	41	132	10	85	0	133	98	0	115	0	137	192	8	7	2	0	144	181	6	24	58	0
GPB:bin_000002	93	4	6	93	8	14	497	9	6	8	4	8	18	11	63	16	9	4346	13	8	12	2	29	17	12	2	9	4	5	13	15	23	28	5	34	27	12	10	22	18	20	12	17	9	21	922	23	43	91	22	14	84	0	13	44	3	40	9	40	13	2	0	10	0	12	14	90	0	116	102	76	101	8	17	22	36	9	86	28	41	101	7	26	29	38	28	0	51	0	50	54	18	37	7	17	52
GPB:bin_000003	34661	329	815	16565	10	22656	23980	22240	26914	25993	1512	0	19466	21186	0	17667	27370	26509	6491	4	21757	0	20308	24162	28766	119	22058	20784	5577	21892	22416	0	32	0	47372	30536	23146	52	23359	24995	25490	30809	26084	28203	27285	25691	0	0	36	7	0	25	162	0	29	78	65	3	26	5	0	0	6	139	0	64	2	2	66	23	1	17	0	2	32	72	8	40	0	397	216	0	327	0	63	69	2	0	0	0	165	83	0	242	49	2
GPB:bin_000004	43495	462	698	23740	17	35617	30019	33566	35032	35433	2711	0	29187	28890	0	27965	34986	34086	7713	26	28394	2	27320	36018	47502	59	36098	30997	7960	31345	33307	0	1	0	75863	39145	29029	73	37221	34982	39370	42820	35630	46281	36414	35864	0	2	44	23	0	0	1062	0	0	6	4	0	3	0	0	2	2	405	2	5	0	2	14	1	0	2	0	0	5	3	5	2	18	28	9	1	16	0	14	182	0	4	0	0	14	11	0	31	4	0
GPB:bin_000005	83126	528	1696	39434	32	71285	66181	74079	78384	71472	4397	0	61980	66788	0	51372	66415	66833	18798	127	60060	6	57455	69718	71823	266	62620	55968	15634	62309	66757	12	2	0	138507	81951	63329	21	74936	64290	69144	78362	71125	84158	72023	63475	0	0	19	1	0	2	617	0	8	35	55	1	25	0	0	4	3	221	0	5	2	3	89	4	0	2	0	0	16	20	6	34	2	35	65	0	42	4	337	653	2	0	0	0	188	23	0	43	25	0
GPB:bin_000006	1259	3	45	1494	0	1152	1018	1429	1074	1310	106	0	795	1093	0	982	1181	1123	285	0	969	0	1152	1229	1114	0	1178	859	196	931	1137	0	0	0	2363	1082	1234	0	1244	935	861	1017	960	1568	1250	1189	0	0	5	16	0	0	6	0	9	6	15	1	3	1	0	0	2	18	0	7	0	0	5	4	0	4	0	1	3	3	1	3	0	39	45	0	65	0	8	0	1	0	0	0	23	22	0	69	1	0
GPB:bin_000007	50049	409	957	30051	2	40764	35630	40678	41222	43088	2339	1	30937	35984	0	31990	42728	41329	10633	42	32890	2	34975	39227	47020	186	40691	34924	9329	39941	39451	0	0	0	91465	45811	38135	65	40900	39541	46438	46073	45672	50707	45207	43404	0	2	59	20	0	38	485	0	51	30	41	0	43	0	0	2	9	345	0	28	0	1	88	0	0	6	0	22	6	38	7	18	12	71	38	0	50	0	22	128	6	0	0	0	39	51	4	26	36	0
GPB:bin_000008	301328	1243	3736	468592	0	289926	275269	371929	267717	337721	16312	4	210558	288905	0	337599	337406	292886	83869	321	216912	6	304923	335585	312091	3033	388211	243699	55041	286682	315225	4	0	0	675184	311119	336348	416	369520	290856	278645	306525	316374	484968	355074	375011	0	15	192	30	0	38	4504	1	90	225	137	0	81	4	96	0	76	1839	2	132	0	7	398	40	26	0	0	14	131	149	70	142	0	425	395	0	116	2	106	611	41	22	5	0	2590	737	0	427	1532	2
GPB:bin_000009	680	42	16	572	4	511	1434	480	431	599	26	19	294	542	740	332	396	393	166	160	388	2	493	573	610	44	589	319	185	318	476	212	10	12	913	694	439	8	648	536	746	530	600	616	849	341	22	45	108	11	7	183	270	29	45	98	138	13	69	57	9	0	116	67	5	29	24	4	975	232	143	44	45	23	248	35	19	3849	15	685	199	15	191	69	70	814	32	46	2	10	61	362	59	26	532	37
GPB:bin_000010	213935	336	323	161134	29	212349	166315	235185	175481	225385	13119	69	140832	215878	171	162445	219687	156640	38978	140	157764	12	238651	229491	179767	98	218580	137776	76039	162023	175328	195	94	116	371645	292465	218906	144	253340	234117	271664	236045	290640	222752	253191	178551	54	94	14658	9595	179	5921	307	293	3045	778	726	897	1178	304	119	45	1661	3833	225	2833	260	117	1355	80724	943	618	318	2373	128547	28933	8184	126237	148	111646	73930	238	88262	237	30356	430622	23117	197	283	273	15813	95640	253	12214	261354	232
GPB:bin_000011	17	0	1	54	0	6	5	40	25	18	0	0	14	18	0	17	10	6	8	0	24	0	2	24	16	0	13	15	4	6	7	1	0	0	16	5	47	0	16	10	14	19	12	14	3	31	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	0	4	0	0	0	0	0	0	0	6	3	0	2	5	0
GPB:bin_000012	25334	291	732	16074	4	21003	18508	19879	20995	21915	1102	0	16848	18490	2	16317	21409	21377	5061	5	17552	0	18612	21194	25006	149	21322	19466	5294	19371	19833	2	0	0	47677	24121	19242	74	21211	19889	22886	23041	23436	25946	24448	22075	0	0	43	12	0	2	314	0	9	33	20	0	8	2	0	0	1	140	0	46	0	2	32	15	2	40	0	0	15	16	2	69	34	51	66	0	107	0	54	218	9	0	0	0	170	30	1	83	60	0
GPB:bin_000013	118730	1300	4374	77327	5	105886	127944	106218	101128	110069	5702	0	77365	97261	0	88211	106882	108165	22150	68	80970	2	93880	91667	124236	263	100643	90477	38659	98823	102269	0	0	0	285401	103273	107300	97	108133	95198	117624	109497	119120	123419	120876	103836	2	8	90	2	1	18	1647	0	1	15	18	0	1	0	28	0	0	509	0	0	0	6	70	1	8	0	0	1	26	2	4	14	106	26	38	0	31	2	16	892	0	30	0	0	91	2	0	1171	1	0
GPB:bin_000014	98469	465	1620	55460	10	51259	55688	83010	78737	69344	6377	0	44662	51535	0	51949	78514	67616	56675	20	61922	2	53590	151609	83047	198	79535	57405	14654	54052	65323	63	16	0	144506	62980	60898	129	73575	60569	59669	83747	69861	75247	76374	62744	7	7	2905	1052	0	374	611	8	1547	2184	2018	80	1770	252	8	4	681	1350	12	2260	4	11	1807	466	512	484	66	873	1419	2087	343	1434	24	3999	3669	0	5085	13	1451	2768	159	51	14	28	13359	3300	15	5114	7938	104
GPB:bin_000015	44669	397	1053	42166	2	40193	35612	39649	39468	39281	2349	0	26841	33443	4	30266	37172	44725	12497	15	27055	0	38891	35491	43167	85	38072	35358	10912	34905	34617	0	0	0	88090	39947	40044	73	44289	39110	43374	40850	39936	47551	41621	42776	0	0	9	6	0	6	271	1	7	6	6	2	6	0	0	0	13	429	0	9	0	4	42	2	0	0	0	5	6	7	2	10	24	13	14	2	22	0	2	190	4	0	0	0	15	2	0	12	4	2
GPB:bin_000016	43769	377	1100	32517	0	36711	32287	38217	35453	38691	2399	1	28352	34480	0	29449	38477	37280	10547	22	29607	5	33144	37510	44777	109	35602	32619	8812	35298	36041	0	0	0	85540	40671	36056	58	37590	37420	42114	40707	42282	47805	43635	39553	6	8	4	3	0	12	365	0	4	15	12	0	8	0	0	1	0	292	0	10	0	0	50	1	1	2	2	0	19	27	1	5	14	25	19	0	22	0	22	327	2	0	0	0	34	4	34	14	4	0
GPB:bin_000017	22854	15	1068	3878	0	4024	20385	4576	18820	8565	157	0	4309	3605	0	15889	11832	28318	2238	0	9285	2	4214	8593	18031	2	5299	13930	1370	13084	5458	1	0	0	8342	9244	10503	6	7756	5856	2061	31771	8900	9419	16403	7939	2	0	614	1080	0	73	4	0	283	302	381	14	146	38	0	0	97	162	0	394	0	0	205	47	25	82	0	174	172	406	27	183	0	507	453	0	555	0	149	98	12	0	2	0	431	280	1	178	193	0
